date,product with quantity,price
11-03-2015,Dabur Promise Tooth Paste (90g),37.00
11-03-2015,Dabur Red Tooth Paste (100g),44.00
11-03-2015,Dabur Red Tooth Paste (300g),112.00
11-03-2015,Dabur Red Tooth Powder (100g),31.00
11-03-2015,Dabur Red Tooth Powder (150g),44.00
11-03-2015,Dabur Red Tooth Powder (60g),19.00
11-03-2015,Dabur Herbal Tooth Paste (50g),15.00
11-03-2015,Dabur Red Tooth Paste (50g),18.00
11-03-2015,Himalaya Herbals Complete Care Toothpaste (100g),47.00
11-03-2015,Himalaya Herbals Sensitive Tooth Paste (100g),93.00
11-03-2015,Himalaya Herbals Sparkling White Tooth Paste (100g),53.00
11-03-2015,Parodontax Tooth Paste (40g),49.00
11-03-2015,Pepsodent 2 in 1 Tooth Paste (150g),82.00
11-03-2015,Pepsodent 2 in 1 Tooth Paste (80g),44.00
11-03-2015,Pepsodent Center Fresh Tooth Paste (150g),82.00
11-03-2015,Pepsodent Expert Protection Complete Tooth Paste(150g),93.00
11-03-2015,Pepsodent Expert Protection Sensitive Tooth Paste (40g),28.00
11-03-2015,Pepsodent Expert Protection Whitening Tooth Paste (80g),97.00
11-03-2015,Pepsodent Germi Check  Superior Power  (100g),41.00
11-03-2015,Pepsodent Germi Check Superior Power ( 100g),41.00
11-03-2015,Pepsodent Germi Chek Clove + Salt (100g),44.00
11-03-2015,Pepsodent Germi Chek Clove + Salt (200g),82.00
11-03-2015,Pepsodent Gum Care Tooth Paste (150g + 150g),144.00
11-03-2015,Pepsodent Gum Care Tooth Paste (150g),80.00
11-03-2015,Pepsodent Superior Power Tooth Paste (150g + 150g),103.00
11-03-2015,Pepsodent Whitening Tooth Paste (80g),42.00
11-03-2015,PepsodentG Expert Protection Gum Care (140g),88.00
11-03-2015,PepsodentG Expert Protection Gum Care (140g+140g),164.64
11-03-2015,PepsodentG Expert Protection Gum Care (70g),49.00
11-03-2015,Pepsodent Germi Check Tooth Paste (18g),5.00
11-03-2015,Pepsodent Germi Check Tooth Paste (33g),10.00
11-03-2015,Pepsodent Gum Care Tooth Paste (35g),17.00
11-03-2015,Pepsodent Whitening Tooth Paste (40g),18.00
11-03-2015,Sensodyne Fresh Gel Tooth Paste (150g) ,156.00
11-03-2015,Sensodyne Fresh Gel Tooth Paste (40g),49.00
11-03-2015,Sensodyne Fresh Gel Tooth Paste (80g),98.00
11-03-2015,Sensodyne Fresh Mint Tooth Paste (150g),156.00
11-03-2015,Sensodyne Fresh Mint Tooth Paste (40g),49.00
11-03-2015,Sensodyne Fresh Mint Tooth Paste (75g) ,98.00
11-03-2015,Sensodyne Rapid Relief Tooth Paste (40g),63.00
11-03-2015,Sensodyne Rapid Relief Tooth Paste (80g),127.00
11-03-2015,Sensodyne Repair and Protect Tooth Paste (40g),78.00
11-03-2015,Sensodyne Repair and Protect Tooth Paste (80g),167.00
11-03-2015,Vicco Vajradanti Sugar Free Tooth Paste (100g),69.00
11-03-2015,Vicco Vajradanti Tooth Paste (100g),57.00
11-03-2015,Vicco Vajradanti Tooth Paste (200g),120.00
11-03-2015,Biotique Bio Chlorophyll Post Hair Removal Soother (50g),199.00
11-03-2015,Fem Anti Darkening Hair Removal Cream Dry Skin (40g),50.00
11-03-2015,Fem Anti Darkening Hair Removal Cream Normal Skin (40g),50.00
11-03-2015,Fem Anti Darkening Hair Removal Cream Oily Skin (40g),50.00
11-03-2015,Gillette Satin Care Razor (1 Piece),42.00
11-03-2015,Natures Essence Soft Touch Hair Removal Cream Rose (40g +10g),58.00
11-03-2015,Veet Hair Removal Cream Dry Skin (60g),93.00
11-03-2015,Veet Hair Removal Cream Normal Skin (25g),50.00
11-03-2015,Veet Hair Removal Cream Sensitive Skin (25g),50.00
11-03-2015,Veet Hair Removal Cream Sensitive Skin (60g),93.00
11-03-2015,Veet Naturals Hair Removal Cream Camellia Seed Oil (60g),107.00
11-03-2015,Veet Wax Strips For Dry Skin,88.00
11-03-2015,Veet Wax Strips For Normal Skin,78.00
11-03-2015,Veet Wax Strips For Sensitive Skin,78.00
11-03-2015,Carefree Extra Large (10 Pads),78.00
11-03-2015,Carefree Regular (10 Pads),63.00
11-03-2015,Carefree Super Dry Panty Liners (20 Nos.),78.00
11-03-2015,Kotex Soft & Smooth Regular (20 Pads),53.00
11-03-2015,Kotex Soft & Smooth Regular (8 Pads),22.00
11-03-2015,Kotex Style Dry Net (8 Pads),23.00
11-03-2015,Sofy BodyFit Regular (8 Pads),28.00
11-03-2015,Sofy BodyFit Slim XLarge (12 Pads),93.00
11-03-2015,Sofy BodyFit Slim XLarge (6 Pads),48.00
11-03-2015,Sofy BodyFit Xlarge (6 Pads),34.00
11-03-2015,Stayfree Advanced All Night (7 Pads),73.00
11-03-2015,Stayfree Advanced Ultra Comfort (16 Pads),132.00
11-03-2015,Stayfree Advanced Ultra Comfort (8 Pads),73.00
11-03-2015,Stayfree Advanced XL Ultra Comfort XL  (28 Pads),259.00
11-03-2015,Stayfree Dry Max Ultra Dry (16 Pads),132.00
11-03-2015,Stayfree Dry Max Ultra Dry (8 Pads),73.00
11-03-2015,Stayfree Dry Max Ultra Dry All Night (7 Pads),72.00
11-03-2015,Stayfree Dry Max Ultra Dry XL Wings (14 Pads),137.00
